movieId,polishTitle,originalTitle,year,fullRating,voteCount,voteDate,userRating,favorite,comment
90970,Odgłosy,Suspiria,1977,6.95909,16990,2023-10-18,7,nie,
90973,Sprawa Dreyfusa,L'affaire Dreyfus,1899,6.19742,233,2021-06-09,,nie,
91394,Paryżanka,A Woman of Paris: A Drama of Fate,1923,6.76397,716,2020-11-26,6,nie,
91468,"Sześciu mężczyzn, którym robi się niedobrze",Six Figures Getting Sick,1967,4.98244,4272,2020-08-31,3,nie,
91770,Światła rampy,Limelight,1952,7.85599,5576,2020-07-05,9,nie,
91771,Pan Verdoux,Monsieur Verdoux,1947,7.61333,2581,2020-11-29,9,nie,
93574,Men Boxing,Men Boxing,1891,4.28455,246,2021-05-11,,nie,
93644,Zakochany kundel,Lady and the Tramp,1955,7.56049,125211,2003-02-03,,nie,
94323,Strojenie instrumentów,Strojenie instrumentów,2000,6.27255,521,2020-10-17,8,nie,
94611,Człowieczy los III,Ningen no jôken,1961,8.17011,629,2020-12-07,7,nie,
94612,Człowieczy los II,Ningen no jôken,1959,7.97147,631,2020-12-03,8,nie,
94613,Człowieczy los I,Ningen no joken I,1958,7.95894,828,2020-12-02,10,nie,
94699,Franz Kafka,Franz Kafka,1991,6.78322,1430,2020-08-30,8,nie,
94726,Tango,Tango,1981,7.71364,17373,2020-10-10,8,nie,
94738,W 80 dni dookoła świata,Around the World in 80 Days,2004,6.4096,52666,2008-06-16,,nie,
94745,Aviator,The Aviator,2004,6.74324,178074,2006-08-18,,nie,
94922,Labirynt,Labirynt,1962,7.24069,1691,2020-09-08,7,nie,
95089,Ręka,Ręka,1974,4.8806,134,2020-10-15,5,nie,
95376,Garfield,Garfield,2004,6.39668,73949,2012-04-06,7,nie,
95742,Mission: Impossible III,Mission: Impossible III,2006,6.76785,78851,2025-01-26,7,nie,
95746,Harry Potter i Czara Ognia,Harry Potter and the Goblet of Fire,2005,7.57211,424813,2012-02-10,,nie,
95747,Mad Max: Na drodze gniewu,Mad Max: Fury Road,2015,7.22549,240054,2015-11-05,8,nie,
95825,Sztuka spadania,Sztuka spadania,2004,7.69269,88971,2015-09-05,8,tak,
95938,Gothika,Gothika,2003,6.68772,112247,2024-01-09,7,nie,
96065,Apel,Apel,1970,6.97503,921,2020-09-08,5,nie,
96094,Kopciuszek,Cinderella,1950,7.33549,56007,2001-07-23,,nie,
96231,Oblany ogrodnik,L'arroseur arrosé,1895,6.98623,2178,2021-05-11,,nie,
96232,Karmienie dziecka,Repas de bébé,1895,5.96538,1040,2021-05-11,,nie,
96233,Neuville-sur-Saône: Débarquement du congrès des photographes à Lyon,Neuville-sur-Saône: Débarquement du congrès des photographes à Lyon,1895,5.1194,268,2021-05-11,,nie,
96234,Mechaniczna wędliniarnia,La charcuterie mécanique,1895,6.07128,491,2021-05-10,9,nie,
96235,Gra w karty,Partie d'écarte,1896,5.68921,547,2021-05-12,,nie,
96236,Niszczenie muru,Démolition d'un mur,1896,6.13944,753,2021-05-12,,nie,
96237,Łódka opuszcza port,Barque sortant du port,1895,5.75238,420,2021-05-11,,nie,
96238,Kamera Edisona rejestruje kichnięcie,Edison Kinetoscopic Record of a Sneeze,1894,4.73961,457,2021-05-11,,nie,
96471,Znikająca kobieta,Escamotage d'une dame au théâtre Robert Houdin,1896,6.13944,502,2021-06-09,,nie,
97131,Dzisiejsze czasy,Modern Times,1936,8.0807,12689,2020-11-24,7,nie,
97197,Nie żałuję swojej młodości,Waga Seishun ni Kuinashi,1946,6.39721,287,2021-04-02,7,nie,
97201,Elegia Naniwy,Naniwa erejî,1936,6.59712,139,2025-12-03,6,nie,
97205,Najpiękniejsza,Ichiban Utsukushiku,1944,4.39888,178,2021-06-27,7,nie,
97237,A Hand Shake,A Hand Shake,1892,3.20755,106,2021-05-11,,nie,
97581,Trio z Belleville,Les triplettes de Belleville,2003,7.74812,23654,2022-08-25,7,nie,
97585,Ptasie sprawki,For the Birds,2000,7.14038,15558,2003-06-26,8,nie,
97728,Steamboy,Steamboy,2004,7.05237,2215,2021-03-08,7,nie,
97794,"Ci, którzy nadepnęli tygrysowi na ogon",Tora no o wo fumu otokotachi,1945,7.068,500,2021-04-26,8,nie,
97848,Elf,Elf,2003,5.8329,22849,2023-12-07,7,nie,
98182,Podniebna poczta Kiki,Majo no Takkyūbin,1989,7.49191,25399,2020-04-25,7,nie,
98249,Perfect Blue,Perfect Blue,1997,7.8851,21253,2017-02-17,7,nie,
98590,Marzyciel,Finding Neverland,2004,7.57274,254789,2006-08-20,,nie,
98658,Razorback,Razorback,1984,5.72376,829,2023-04-16,8,nie,
98801,Ballada o Narayamie,Narayama bushiko,1983,7.43792,2521,2024-10-09,7,nie,
98875,Urodziny mojego najlepszego przyjaciela,My Best Friend's Birthday,1987,6.48835,3735,2021-03-13,8,nie,
98925,Infernal Affairs: Piekielna gra,Mou gaan dou,2002,7.62449,19488,2021-01-09,6,nie,
99445,Iniemamocni,The Incredibles,2004,6.96607,149357,2012-08-11,,nie,
100296,Czarny Orfeusz,Orfeu Negro,1959,6.97845,1392,2022-01-01,9,nie,
102154,Świt żywych trupów,Dawn of the Dead,2004,6.29308,43067,2020-07-21,3,nie,
103880,Dzieciństwo Iwana,Ivanovo detstvo,1962,7.42901,4867,2021-05-08,6,nie,
103997,Skarb narodów,National Treasure,2004,7.05432,228424,2006-11-26,,nie,
104077,Baraka,Baraka,1992,8.14805,26031,2023-04-30,9,nie,
104249,Carne,Carne,1991,6.67219,2111,2021-03-20,7,nie,
104454,Między słowami,Lost in Translation,2003,7.43914,183642,2020-12-08,8,tak,
104541,Charlie i fabryka czekolady,Charlie and the Chocolate Factory,2005,7.11857,376737,2012-02-10,8,nie,
104796,Millennium Actress,Sennen Joyū,2001,7.83623,5404,2021-05-09,7,nie,
104812,Appleseed,Appleseed,1988,6.33218,289,2020-09-05,6,nie,
105575,Kill Bill 2,Kill Bill: Vol. 2,2004,7.44721,244268,2015-02-04,7,nie,
105724,Kobieta pod presją,A Woman Under the Influence,1974,7.82969,4204,2021-11-26,10,nie,
105744,Ocean's 12: Dogrywka,Ocean's Twelve,2004,7.14389,145473,2009-11-18,,nie,
106112,Epoka lodowcowa 2: Odwilż,Ice Age 2: The Meltdown,2006,7.17568,208821,2006-06-24,,nie,
106128,Kroniki Riddicka,The Chronicles of Riddick,2004,7.29605,115313,2008-09-16,,nie,
106214,101 Dalmatyńczyków,One Hundred and One Dalmatians,1961,7.37449,85634,2002-03-16,,nie,
106375,Księga dżungli,The Jungle Book,1967,7.02918,31841,2020-09-14,8,nie,
106376,Batman - Początek,Batman Begins,2005,7.55682,373060,2012-02-14,7,nie,
106408,Terminal,The Terminal,2004,7.39438,259037,2014-10-03,8,nie,
106414,Zakładnik,Collateral,2004,7.22584,77643,2006-12-30,,nie,
106578,Felidae,Felidae,1994,7.32567,783,2020-02-02,8,nie,
106946,Ticker,Ticker,2002,7.05228,1492,2020-08-03,3,nie,
107049,Człowiek w ogniu,Man on Fire,2004,7.86241,197086,2012-03-20,7,nie,
107101,Constantine,Constantine,2005,7.35108,249889,2012-02-10,9,nie,
107201,Miecz zagłady,Dai-bosatsu tôge,1966,7.66786,2228,2024-01-18,8,nie,
107310,Wredne dziewczyny,Mean Girls,2004,6.34045,127649,2021-07-02,6,nie,
107381,Pałac,Pałac,1980,7.36745,977,2025-01-07,3,nie,
107404,Piraci z Karaibów: Skrzynia umarlaka,Pirates of the Caribbean: Dead Man's Chest,2006,7.75586,436219,2006-07-19,,nie,
107535,Madagaskar,Madagascar,2005,7.48342,408432,2012-02-10,8,nie,
107642,Casino Royale,Casino Royale,2006,7.49033,283259,2020-09-09,7,nie,
107805,Mortal Kombat,Mortal Kombat,2021,5.48975,37299,2022-12-12,6,nie,
107827,Ghost in the Shell 2: Innocence,Innocence,2004,7.61003,14732,2021-03-09,6,nie,
107855,Zakochany bez pamięci,Eternal Sunshine of the Spotless Mind,2004,7.36485,167212,2020-08-05,8,nie,
107889,Urząd,Urząd,1966,7.35798,4950,2021-05-05,9,tak,
107897,Rodzice chrzestni z Tokio,Tokyo Godfathers,2003,7.60024,5936,2021-05-11,9,tak,
108031,Beat the Devil,Beat the Devil,2002,7.29847,3203,2020-08-03,3,nie,
108102,Alicja w Krainie Czarów,Alice in Wonderland,1951,7.25659,30426,2002-06-26,,nie,
108341,Kurczak Mały,Chicken Little,2005,6.16798,47142,2005-11-17,,nie,
108605,Serenity,Serenity,2005,6.84184,25329,2021-03-03,8,nie,
108853,Odbijany,Boundin',2003,6.27973,3843,2020-09-01,8,nie,
108931,Mr. & Mrs. Smith,Mr. & Mrs. Smith,2005,6.67807,431925,2007-11-25,,nie,
110650,Destino,Destino,2003,7.48291,7254,2021-10-02,6,nie,
110814,Tokijska opowieść,Tōkyō Monogatari,1953,7.83142,7225,2020-11-25,6,nie,
111152,Bottle Rocket,Bottle Rocket,1993,6.04316,1622,2021-02-21,7,nie,
111258,Ściany,Ściany,1987,7.13156,1657,2020-08-30,7,nie,
111259,Łagodna,Łagodna,1985,7.30039,2803,2020-08-30,8,nie,
111346,Dzika planeta,La Planète sauvage,1973,7.75541,7343,2020-04-26,7,nie,
111511,Człowiek kwiatów,Man of Flowers,1983,7.29514,288,2024-08-01,5,nie,
111532,Pan życia i śmierci,Lord of War,2005,7.58123,314463,2025-11-16,6,nie,
111708,Szopy w natarciu,Heisei Tanuki Gassen Ponpoko,1994,7.24451,8110,2020-06-12,9,nie,
111709,Rodzinka Yamadów,Hōhokekyo Tonari no Yamada-kun,1999,7.20276,3546,2020-06-10,9,nie,
112275,Podróż,Podróż,1970,5.8844,545,2020-10-02,5,nie,
112584,Sin City - Miasto grzechu,Sin City,2005,7.43,272491,2014-10-08,7,nie,
112761,"Opowieści z Narnii: Lew, czarownica i stara szafa","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,7.04945,287579,2012-02-10,8,nie,
112803,Ratujmy nasz klub,Crackerjack,2002,5.7,10,2021-01-24,8,tak,
113008,Harry Potter i Zakon Feniksa,Harry Potter and the Order of the Phoenix,2007,7.45531,340423,2007-07-25,,nie,
113173,Chłopiec z burzy,Storm Boy,1976,7.15254,59,2021-11-18,7,nie,
113329,Vinci,Vinci,2004,7.11668,266172,2012-07-03,9,nie,
113371,Nocturna,Nocturna,2007,7.37885,454,2021-03-13,5,nie,
114295,Agenci bardzo specjalni,White Chicks,2004,6.54793,38839,2021-09-03,3,nie,
114980,Chosen,Chosen,2001,6.21961,1275,2020-08-03,5,nie,
114984,Ambush,Ambush,2001,6.4494,1324,2020-08-03,5,nie,
115040,Święta dziewczyna,La Niña santa,2004,5.40555,577,2022-07-13,7,nie,
115059,Oldboy,Oldeuboi,2003,7.71485,97180,2020-12-01,9,tak,
115068,Czerwone i czarne,Czerwone i czarne,1963,6.99098,1219,2020-09-04,7,nie,
115077,Mały western,Mały western,1960,6.49509,509,2020-09-04,8,nie,
115081,Przygoda marynarza,Przygoda marynarza,1958,6,54,2020-10-17,6,nie,
115281,Protozoa,Protozoa,1993,6.5,72,2021-03-08,7,nie,
116327,Tajemnica Brokeback Mountain,Brokeback Mountain,2005,7.35768,198640,2021-12-29,7,nie,
116554,Powder Keg,Powder Keg,2001,7.08752,1634,2020-08-03,6,nie,
116992,Klatki,Klatki,1966,6.71011,752,2020-09-04,6,nie,
117004,Droga,Droga,1971,6.32712,483,2020-09-08,7,nie,
117016,Syn,Syn,1970,6.6311,328,2020-09-08,6,nie,
117017,Ptak,Ptak,1968,6.40976,205,2020-09-08,7,nie,
117023,Dickson Greeting,Dickson Greeting,1891,4.25896,251,2021-05-11,,nie,
117026,Newark Athlete,Newark Athlete,1891,4.07407,297,2021-05-11,,nie,
117029,Solo na ugorze,Solo na ugorze,1981,5.74074,243,2020-10-15,8,tak,
117036,Szychta,Szychta,1988,5.63208,106,2020-10-15,5,nie,
117073,Tren zbója,Tren zbója,1967,5.8,25,2020-10-15,8,nie,
117074,Czar kółek,Czar kółek,1966,4.92453,53,2020-10-15,7,nie,
117127,The Follow,The Follow,2001,6.76947,1579,2020-08-03,3,nie,
117128,Star,Star,2001,7.31673,3353,2020-08-03,6,nie,
117129,Hostage ,Hostage ,2002,6.93078,1358,2020-08-03,8,nie,
117174,Nowy Janko Muzykant,Nowy Janko Muzykant,1960,6.125,400,2020-10-15,8,nie,
117378,Wariacje animacji,Duck Amuck,1953,7.78401,1088,2021-01-21,9,nie,
117483,Kropka i kreska,The Dot and the Line: A Romance in Lower Mathematics,1965,7.0119,168,2022-01-01,8,nie,
117957,Stokrotki,Sedmikrásky,1966,7.5464,5668,2024-07-14,8,nie,
118062,Dobry wojak Szwejk,Dobrý voják Švejk,1956,7.33482,4949,2012-06-15,8,nie,
118494,Stalk of the Celery Monster,Stalk of the Celery Monster,1979,6.42385,998,2020-10-20,7,nie,
118497,Gnijąca panna młoda,Corpse Bride,2005,7.54511,240201,2020-10-01,8,nie,
118564,Happy Feet: Tupot małych stóp,Happy Feet,2006,6.5234,65789,2020-11-02,8,nie,
118819,Sny,Yume,1990,7.5649,4854,2021-03-17,9,nie,
119073,Dzielna pani Brisby,The Secret of NIMH,1982,7.61395,2738,2023-07-29,8,nie,
119215,Szybcy i wściekli: Tokio Drift,The Fast and the Furious: Tokyo Drift,2006,7.11929,192579,2020-06-06,7,nie,
119492,Libido,Libido,1967,6.19847,131,2020-10-16,7,nie,
119539,Wiklinowy kosz,Wiklinowy kosz,1966,6.30653,199,2020-10-15,6,nie,
120706,Melbourne,Melbourne,1896,2.32243,214,2021-05-12,,nie,
120707,La Palestina en 1896,La Palestina en 1896,1897,6.2375,80,2021-05-12,,nie,
120749,Auta,Cars,2006,7.16976,141322,2021-06-24,7,nie,
120765,Départ en voiture,Départ en voiture,1895,5.3125,80,2021-05-11,,nie,
120767,Le Prince de Galles,Le Prince de Galles,1892,4.98718,78,2021-05-10,,nie,
120769,La voltige,La voltige,1895,5.32984,191,2021-05-10,,nie,
120770,Le saut à la couverture,Le saut à la couverture,1895,5.15707,191,2021-05-11,,nie,
120771,Récréation à la Martinière,Récréation à la Martinière,1895,4.39216,51,2021-05-11,,nie,
120773,Promenade des congressistes sur le bord de la Saône,Promenade des congressistes sur le bord de la Saône,1895,5.14706,68,2021-05-12,,nie,
120774,Place des Cordeliers à Lyon,Place des Cordeliers à Lyon,1895,5.24157,178,2021-05-11,,nie,
120775,Photographe,Photographe,1895,5.84,125,2021-05-11,,nie,
120776,La pêche aux poissons rouges,La pêche aux poissons rouges,1895,4.57377,183,2021-05-11,,nie,
120777,Partie de tric-trac,Partie de tric-trac,1895,5.44304,79,2021-05-11,,nie,
120779,Le maréchal-ferrant,Le maréchal-ferrant,1895,4.53947,76,2021-05-11,,nie,
120780,"Lyon, place Bellecour","Lyon, place Bellecour",1895,5.18072,83,2021-05-11,,nie,
121115,Na krańcu świata,Wake in Fright,1971,7.58913,2115,2022-03-27,8,nie,
121301,Król w Nowym Jorku,A King in New York,1957,7.02098,1144,2020-11-30,9,tak,
121760,Piraci z Karaibów: Na krańcu świata,Pirates of the Caribbean: At World's End,2007,7.69879,402025,2007-07-19,,nie,
121881,Wysyp żywych trupów,Shaun of the Dead,2004,6.63649,51866,2020-04-20,7,nie,
122189,Gospodarze,Gospodarze,1972,5.56,25,2021-05-08,,nie,
122541,Iron Man,Iron Man,2008,7.61656,388163,2012-02-10,7,nie,
122630,Bernard i Bianka w krainie kangurów,The Rescuers Down Under,1990,6.86333,3673,2021-10-24,6,nie,
122832,Zaplątani,Tangled,2010,7.62025,230088,2021-06-20,6,nie,
123310,Piorun,Bolt,2008,6.73901,73581,2021-09-30,5,nie,
123312,Ratatuj,Ratatouille,2007,7.41926,321345,2012-02-10,9,nie,
123383,Ciekawy przypadek Benjamina Buttona,The Curious Case of Benjamin Button,2008,7.68253,520764,2020-08-02,8,nie,
123413,Batman: Maska Batmana,Batman: Mask of the Phantasm,1993,7.41186,8197,2021-01-29,5,nie,
123444,Transporter 2,Transporter 2,2005,7.08202,118735,2012-11-18,7,nie,
123697,Za wszelką cenę,Million Dollar Baby,2004,7.77948,278986,2023-02-26,6,nie,
124548,Ludzie-koty,Cat People,1942,6.4551,1314,2024-04-14,8,nie,
124802,"Monkeyshines, No. 2","Monkeyshines, No. 2",1890,3.98485,198,2021-05-10,,nie,
125357,The Short Films of David Lynch,The Short Films of David Lynch,2002,7.31848,1548,2020-08-31,4,nie,
125494,Bernard i Bianka,The Rescuers,1977,6.93641,6573,2021-10-28,7,nie,
125973,Shrek Trzeci,Shrek the Third,2007,6.66181,222271,2007-06-25,,nie,
126074,Pigmalion,Pygmalion,1938,7.45889,669,2022-02-27,9,tak,
126171,Zagadka zbrodni,Sal-in-sui Choo-eok,2003,7.62898,19468,2020-11-22,7,nie,
126239,28 lat później,28 Years Later,2025,6.12928,33485,2025-06-24,7,nie,
127025,Wojna światów,War of the Worlds,2005,6.26881,269313,2006-07-20,,nie,
127272,Wyspa,The Island,2005,7.0682,177696,2013-07-25,6,nie,
128710,Ruchomy zamek Hauru,Hauru no ugoku shiro,2004,7.95331,121456,2015-04-05,8,nie,
128976,Belladonna smutku,Kanashimi no Beradonna,1973,7.59989,1807,2020-02-02,10,nie,
129948,Wojownicze żółwie ninja,TMNT,2007,6.27555,14306,2007-04-24,,nie,
130270,Tupiąc i wrzeszcząc,Kicking and Screaming,1995,6.28402,1352,2021-01-10,6,nie,
130441,Xenogenesis,Xenogenesis,1978,5.00548,365,2021-03-13,5,nie,
130496,Pułapka,Otoshiana,1962,7.36,325,2026-03-05,7,nie,
131426,The End of Evangelion,"Shin Seiki Evangelion Gekijōban: The End of Evangelion: Air/Magokoro o, Kimi ni",1997,7.91224,11873,2020-08-19,6,nie,
131427,Evangelion: Death (True)²,Shinseiki Evangelion Gekijōban: Shi to Shinsei,1997,7.45596,3417,2020-08-19,3,nie,
132518,Koibumi,Koibumi,1953,6.82609,23,2024-12-15,7,nie,
132730,Wpuszczony w kanał,Flushed Away,2006,6.32676,37590,2006-10-30,,nie,
133039,"Jak to się dzieje, pyta Agnisia, że na ekranie widzimy misia","Jak to się dzieje, pyta Agnisia, że na ekranie widzimy misia",1970,6.65767,593,2020-09-09,7,nie,
133040,Jak nauka wyszła z lasu,Jak nauka wyszła z lasu,1970,6.89913,922,2020-09-09,6,nie,
133045,Tysiąc i jeden drobiazgów,Tysiąc i jeden drobiazgów,1972,6.35117,299,2020-09-10,6,nie,
133046,Jak działa jamniczek,Jak działa jamniczek,1971,7.40897,32504,2020-09-04,5,nie,
133075,Postrzyżyny,Postrzyżyny,1973,6.6087,23,2020-10-17,8,nie,
133078,Mimoza,Mimoza,1973,6.18182,33,2020-10-15,7,nie,
133084,Sekcja zwłok,Sekcja zwłok,1973,5.74257,101,2020-09-09,3,nie,
133109,Bankiet,Bankiet,1976,6.70312,448,2020-10-16,5,nie,
133145,Narzeczona dla kota,Neko no ongaeshi,2002,7.05976,17904,2020-06-08,9,nie,
133975,Kung Fu Szał,Kung fu,2004,7.12561,21574,2021-07-02,8,nie,
136005,Infiltracja,The Departed,2006,8.01789,352405,2012-02-10,9,nie,
136704,Ludzkie dzieci,Children of Men,2006,6.88334,88310,2020-05-31,8,nie,
137651,Lokomotywa,Lokomotywa,1976,6.42072,473,2020-10-12,4,nie,
137658,Czarny Kapturek,Czarny Kapturek,1983,6.33003,2018,2020-09-01,7,nie,
137691,Nerwowe życie kosmosu,Nerwowe życie kosmosu,1986,5.54531,629,2020-10-12,7,nie,
137747,Bękarty wojny,Inglourious Basterds,2009,8.02538,633696,2012-02-10,9,nie,
138504,Upadek,Der Untergang,2004,7.48871,52612,2014-09-17,8,nie,
138782,Opowiesc o samotnej chryzantemie,Zangiku monogatari,1939,7.26591,613,2025-12-14,9,nie,
139141,28 tygodni później,28 Weeks Later,2007,6.44027,68078,2015-04-26,4,nie,
139160,Tenacious D: Kostka Przeznaczenia,Tenacious D in The Pick of Destiny,2006,7.24094,70344,2012-05-18,8,nie,
139945,Celia,Celia,1989,6.24324,74,2024-04-28,6,nie,
140097,Szum morza,Umi ga kikoeru,1993,6.28496,6250,2020-04-18,6,nie,
140134,Gra Geriego,Geri's Game,1997,7.06374,12959,2020-09-01,7,nie,
140172,Luxo Jr.,Luxo Jr.,1986,6.31548,3417,2020-09-01,7,nie,
140177,Marzenia Reda,Red's Dream,1987,5.31373,1989,2020-09-01,7,nie,
140178,Andre i Wally,The Adventures of André and the Wally B.,1984,4.29335,1834,2020-09-01,8,nie,
140202,Tin Toy,Tin Toy,1988,5.40944,2479,2020-09-01,5,nie,
146220,Czarny kot,The Black Cat,1934,6.39828,1745,2024-04-14,5,nie,
147974,Po balu,Après le bal,1897,5.21311,305,2021-06-09,,nie,
148774,Odrzucone,Rejected,2000,7.15118,9849,2021-03-17,8,tak,
149809,"Karol - człowiek, który został papieżem","Karol, un uomo diventato papa",2005,6.86385,167464,2012-02-10,,nie,
154247,La Fée au pigeons,La Fée au pigeons,1906,3,3,2021-05-16,,nie,
155668,Szczekające psy nigdy nie gryzą,Peul-lan-da-seu-eui Gae,2000,6.8921,797,2022-06-26,8,nie,
156466,Fantastyczny Pan Lis,Fantastic Mr. Fox,2009,7.59555,68236,2021-02-08,8,nie,
159342,Mo yan ka sai,Mo yan ka sai,2000,7.42857,7,2025-01-19,8,nie,
159777,Opowieść wigilijna Myszki Miki,Mickey's Christmas Carol,1983,7.59257,9739,2006-06-17,,nie,
162284,Głosy z odległej gwiazdy,Hoshi no Koe,2002,6.94694,1734,2021-06-24,7,nie,
163597,300,300,2006,7.50799,403434,2020-07-04,8,nie,
166541,Wszystko o Lily Chou-Chou,Riri Shushu no subete,2001,7.63419,1252,2025-01-29,5,nie,
167500,Chilsu i Mansu,Chilsu wa Mansu,1988,6.85818,275,2023-08-20,7,nie,
169032,40-letni prawiczek,The 40 Year-Old Virgin,2005,6.03134,76583,2014-10-11,6,nie,
169073,Kenji Miyazawa's Night on the Galactic Railroad,Ginga Tetsudō no Yoru,1985,7.76681,476,2020-10-26,9,nie,
169179,Underworld: Evolution,Underworld: Evolution,2006,7.15011,104927,2020-10-05,5,nie,
169515,Doodlebug,Doodlebug,1997,6.39339,5323,2021-06-27,6,nie,
169765,Songgong sidae,Songgong sidae,1988,7.53333,15,2023-08-23,10,nie,
170689,Lorenzo,Lorenzo,2004,6.05792,259,2020-07-23,8,nie,
172884,Toy Story 3,Toy Story 3,2010,7.23359,153484,2010-07-19,,nie,
174569,Clerks: Sprzedawcy 2,Clerks II,2006,7.09563,36254,2013-11-19,7,nie,
175124,Deszcz,Rain,1997,5.93539,9580,2020-06-20,6,nie,
176981,The Barbershop,The Barbershop,1894,4.66207,145,2021-05-11,,nie,
178963,Blacksmith Scene,Blacksmith Scene,1893,5.4717,265,2021-05-11,,nie,
179126,Annabelle Butterfly Dance,Annabelle Butterfly Dance,1894,5.21264,174,2021-05-11,,nie,
179128,Annabelle Sun Dance,Annabelle Sun Dance,1894,4.2069,29,2021-05-11,,nie,
179512,Annie Oakley,Annie Oakley,1894,5.40444,225,2021-05-11,,nie,
180935,Ona i jej kot,Kanojo to Kanojo no Neko,1999,7.10782,5611,2021-06-21,8,nie,
180936,Ziemia kiedyś nam obiecana,"Kumo no Mukō, Yakusoku no Basho",2004,7.43673,5658,2018-04-02,7,nie,
181220,Transformers,Transformers,2007,7.25306,309900,2012-04-29,6,nie,
184151,Koralina i tajemnicze drzwi,Coraline,2009,7.5464,71178,2021-04-03,7,nie,
186343,Terminator: Ocalenie,Terminator Salvation,2009,6.49852,148076,2012-02-10,5,nie,
186439,Come Along Do!,Come Along Do!,1898,4.88235,85,2021-05-15,,nie,
186443,Robbery,Robbery,1897,5.06667,15,2021-05-15,,nie,
186447,The Twins' Tea Party,The Twins' Tea Party,1896,4.46154,26,2021-05-13,,nie,
186448,Tommy Atkins In The Park,Tommy Atkins In The Park,1898,5.16,25,2021-05-15,,nie,
186449,"Upside Down, or The Human Flies","Upside Down, or The Human Flies",1899,6.05882,17,2021-05-15,8,nie,
186828,Miami Vice,Miami Vice,2006,6.17395,41708,2012-02-12,5,nie,
186906,Volver,Volver,2006,7.4876,80798,2022-07-27,6,nie,
190762,Zaczarowana gospoda,L'Auberge ensorcelée,1897,6.27006,511,2021-06-09,,nie,
191345,Zodiak,Zodiac,2007,7.20321,231877,2020-08-03,7,nie,
193450,Alita: Battle Angel,Alita: Battle Angel,2019,7.08754,57460,2019-07-19,,nie,
196558,Na fali,Surf's Up,2007,6.69225,46652,2007-06-18,,nie,
199466,Wypadek,Wypadek,1971,6.18518,27,2020-10-16,4,nie,
199668,Frog Dreaming,Frog Dreaming,1986,5.63636,11,2023-06-22,7,nie,
199948,Kronika jednego lata,Chronique d'un été,1961,7.08029,411,2025-08-07,8,nie,
200167,Ucho,Ucho,1970,7.5729,1262,2022-04-02,9,nie,
200422,Ostry film zaangażowany. Non Camera,Ostry film zaangażowany. Non Camera,1979,7.50765,3924,2020-09-04,5,nie,
200426,Fobia,Fobia,1967,7.30388,2784,2020-09-07,4,nie,
200726,Hancock,Hancock,2008,6.94203,249811,2010-04-12,,nie,
201000,Zemsta kinooperatora,Mest kinematograficheskogo operatora,1912,7.54187,1421,2020-08-30,9,nie,
201649,Labirynt opowieści,Manie-Manie: Meikyū Monogatari,1987,7.03194,908,2017-01-22,10,tak,
202908,Labirynt fauna,El laberinto del fauno,2006,7.34259,243249,2024-12-18,6,nie,
203657,Iluzjonista,The Illusionist,2006,7.75863,294224,2015-07-19,8,nie,
204050,Moja babcia prasowała królewskie koszule,My Grandmother Ironed the King's Shirts,1999,6.71515,165,2021-11-07,5,nie,
206047,Jaja w tropikach,Tropic Thunder,2008,5.81912,108760,2012-02-10,,nie,
206069,Chłopi,Chłopi,1973,6.78217,13951,2009-03-20,,nie,
208087,Adieu Philippine,Adieu Philippine,1962,6.61538,52,2025-08-17,7,nie,
208115,Carmencita,Carmencita,1894,4.65882,170,2021-05-11,,nie,
208118,Corbett and Courtney Before the Kinetograph,Corbett and Courtney Before the Kinetograph,1894,4.18557,97,2021-05-11,,nie,
208694,21 Jump Street,21 Jump Street,2012,6.93607,173716,2022-10-16,5,nie,
210238,Wyścig,Wyścig,1989,6.32487,197,2020-10-16,5,nie,
210247,Zawodowiec,Zawodowiec,2004,6.5,12,2020-10-17,6,nie,
210349,Narodziny,Narodziny,1995,4.71795,39,2020-10-15,3,nie,
211558,Un homme de têtes,Un homme de têtes,1898,7.14621,937,2021-06-09,,nie,
212479,Dead Leaves,Dead Leaves,2004,7.15889,579,2022-07-09,7,nie,
212570,Bad Boy Bubby,Bad Boy Bubby,1993,7.21923,1820,2022-12-22,8,nie,
214272,Sin City: Damulka warta grzechu,Sin City: A Dame to Kill For,2014,6.74046,64860,2016-11-03,7,nie,
214371,Szklana pułapka,Knick Knack,1989,6.45933,3873,2020-09-01,6,nie,
217051,Królik Bugs i Struś Pędziwiatr: Szalony pościg,The Bugs Bunny / Road-Runner Movie,1979,7.58732,1088,2021-01-17,9,tak,
217801,Jestem legendą,I Am Legend,2007,7.50143,490514,2012-02-10,7,nie,
218880,Kapryśna chmura,Tian bian yi duo yun,2005,6.70244,1556,2022-07-17,8,nie,
219437,Death Race: Wyścig śmierci,Death Race,2008,6.85251,119517,2012-06-15,8,nie,
219794,Flash,The Flash,2023,6.23587,28427,2025-02-27,8,nie,
219796,Captain America: Pierwsze starcie,Captain America: The First Avenger,2011,6.72924,194622,2012-05-08,5,nie,
219933,Grindhouse: Death Proof,Death Proof,2007,7.09182,182800,2023-05-27,6,nie,
219972,Kot w butach,Puss in Boots,2011,6.53268,88873,2023-02-11,6,nie,
220402,Kung Fu Panda,Kung Fu Panda,2008,7.14964,159989,2017-01-08,7,nie,
